1.38,4.5992
1.39,4.5554
1.4,4.5653
1.41,4.5035
1.42,4.6417
1.43,4.3252
1.44,4.4148
1.45,4.8198
1.46,4.4002
1.47,4.3325
1.48,4.6524
1.49,4.3984
1.5,4.5323
1.51,4.9138
1.52,4.7373
1.53,4.5904
1.54,4.3157
1.55,4.5654
1.56,4.6812
1.57,4.8352
1.58,4.3341
1.59,4.6334
1.6,4.5617
1.61,4.7468
1.62,4.7499
1.63,4.86
1.64,4.7622
1.65,4.8734
1.66,4.589
1.67,4.8743
1.68,4.5608
1.69,5.022
1.7,4.6385
1.71,4.7186
1.72,4.7723
1.73,5.1049
1.74,4.6845
1.75,5.1249
1.76,5.1623
1.77,4.9834
1.78,4.9542
1.79,4.8261
1.8,4.8806
1.81,5.1158
1.82,5.0203
1.83,5.2557
1.84,5.3112
1.85,5.2148
1.86,4.8916
1.87,5.0658
1.88,5.0648
1.89,4.8569
1.9,5.3088
1.91,5.4376
1.92,5.0647
1.93,5.1565
1.94,5.165
1.95,5.1019
1.96,5.1609
1.97,5.1512
1.98,5.0205
1.99,5.5214
2,5.1332
2.01,5.1612
2.02,5.2064
2.03,5.1217
2.04,5.3267
2.05,5.1739
2.06,5.639
2.07,5.2444
2.08,5.2316
2.09,5.7107
2.1,5.6253
2.11,5.3148
2.12,5.0924
2.13,5.2152
2.14,5.2448
2.15,5.4375
2.16,5.2597
2.17,5.4598
2.18,5.679
2.19,5.338
2.2,5.2931
2.21,5.477
2.22,5.3102
2.23,5.5309
2.24,5.5078
2.25,5.2902
2.26,5.4689
2.27,5.8756
2.28,5.2623
2.29,5.9211
2.3,5.8898
2.31,5.553
2.32,5.6477
2.33,5.5303
2.34,5.7861
2.35,5.9785
2.36,5.6818
2.37,5.7592
2.38,5.6209
2.39,5.7337
2.4,5.7057
2.41,5.9625
2.42,5.7522
2.43,5.7137
2.44,5.9954
2.45,5.5503
2.46,6.018
2.47,6.041
2.48,6.1748
2.49,5.6522
2.5,5.6604
2.51,5.8119
2.52,6.1532
2.53,5.6663
2.54,6.2521
2.55,5.7233
2.56,6.0638
2.57,5.9456
2.58,6.3071
2.59,6.0689
2.6,6.4756
2.61,6.2365
2.62,5.952
2.63,6.3116
2.64,5.8595
2.65,5.8835
2.66,6.3992
2.67,6.323
2.68,6.2673
2.69,6.5614
2.7,6.283
2.71,6.2531
2.72,6.5103
2.73,6.3985
2.74,6.4585
2.75,6.1725
2.76,6.2684
2.77,6.6971
2.78,6.0692
2.79,6.3241
2.8,6.2493
2.81,6.8886
2.82,6.6581
2.83,6.5527
2.84,6.513
2.85,6.2346
2.86,6.7
2.87,6.2274
2.88,6.3675
2.89,6.4378
2.9,6.4457
2.91,6.6758
2.92,6.8317
2.93,6.7402
2.94,6.2959
2.95,6.8306
2.96,6.7188
2.97,7.1023
2.98,6.8275
2.99,7.0249
3,6.7328
3.01,6.8451
3.02,7.1148
3.03,6.5182
3.04,6.6488
3.05,6.6008
3.06,6.8689
3.07,7.0393
3.08,7.2399
3.09,6.5381
3.1,6.7201
3.11,7.0283
3.12,6.9928
3.13,7.2086
3.14,7.025
3.15,6.9507
3.16,6.9871
3.17,6.6981
3.18,7.5109
3.19,6.9774
3.2,6.6999
3.21,7.0859
3.22,6.8434
3.23,7.1133
3.24,6.9868
3.25,7.6243
3.26,7.6706
3.27,6.9518
3.28,7.4804
3.29,7.223
3.3,7.2806
3.31,7.3551
3.32,7.6122
3.33,7.3171
3.34,7.6769
3.35,7.2028
3.36,7.5039
3.37,7.5276
3.38,7.4621
3.39,7.7258
3.4,7.5062
3.41,7.2054
3.42,7.256
3.43,7.9092
3.44,7.2343
3.45,7.2442
3.46,7.7472
3.47,7.7652
3.48,7.7376
3.49,7.2913
3.5,7.5838
3.51,7.6662
3.52,8.169
3.53,7.386
3.54,8.0516
3.55,7.8648
3.56,7.7954
3.57,7.6134
3.58,7.7249
3.59,7.7846
3.6,7.5008
3.61,8.0928
3.62,7.6328
3.63,7.7335
3.64,7.9703
3.65,7.8419
3.66,7.8819
3.67,8.1629
3.68,7.6974
3.69,8.2754
3.7,8.5952
3.71,8.2233
3.72,8.0144
3.73,8.1398
3.74,7.7315
3.75,8.4784
3.76,8.6115
3.77,8.6308
3.78,8.149
3.79,8.2112
3.8,7.8478
3.81,8.1613
3.82,8.115
3.83,8.2073
3.84,8.1156
3.85,8.3974
3.86,8.1733
3.87,8.4136
3.88,8.5488
3.89,8.5215
3.9,8.7429
3.91,8.707
3.92,8.2135
3.93,8.0957
3.94,8.415
3.95,8.6359
3.96,8.7724
3.97,8.6785
3.98,9.0106
3.99,8.9816
4,9.1465
4.01,8.9055
4.02,8.4838
4.03,8.4583
4.04,8.8408
4.05,9.0752
4.06,8.8418
4.07,8.4372
4.08,8.7263
4.09,8.5689
4.1,8.864
4.11,8.8063
4.12,8.8972
4.13,9.1144
4.14,9.2765
4.15,8.9742
4.16,9.3897
4.17,9.1106
4.18,9.5461
4.19,8.9712
4.2,9.4442
4.21,9.0968
4.22,9.4522
4.23,9.4251
4.24,8.9429
4.25,9.208
4.26,9.0711
4.27,9.446
4.28,9.7898
4.29,9.1728
4.3,9.6059
4.31,9.6006
4.32,9.047
4.33,9.6256
4.34,9.2986
4.35,9.83
4.36,9.04
4.37,9.6263
4.38,9.5177
4.39,9.7021
4.4,10.065
4.41,9.4911
4.42,9.8589
4.43,9.735
4.44,9.3947
4.45,9.4275
4.46,10.035
4.47,9.7335
4.48,9.6587
4.49,9.7326
4.5,10.039
4.51,9.562
4.52,10.087
4.53,9.6142
4.54,10.549
4.55,9.8987
4.56,10.252
4.57,9.9057
4.58,9.9679
4.59,9.7913
4.6,10.405
4.61,10.252
4.62,10.257
4.63,10.179
4.64,10.46
4.65,10.338
4.66,10.574
4.67,10.371
4.68,10.883
4.69,10.181
4.7,10.663
4.71,10.235
4.72,10.025
4.73,10.685
4.74,10.466
4.75,10.42
4.76,10.745
4.77,10.854
4.78,10.429
4.79,10.904
4.8,10.636
4.81,11.094
4.82,11.052
4.83,10.648
4.84,11.064
4.85,10.883
4.86,10.967
4.87,11.414
4.88,10.822
4.89,10.898
4.9,10.556
4.91,11.419
4.92,11.309
4.93,10.947
4.94,11.166
4.95,11.15
4.96,11.444
4.97,11.275
4.98,11.508
4.99,11.413
5,11.883
